BL,BL,SH,,,,,,,PR,SH,,,PR,,,SH,PR,,SH,,PR,,,,PR,,,,,SH,SH,,PR,,,,,,,,,BL,BL,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH,SH,BL,BL
BL,BL,SH,,,,,,,PR,SH,SH,,PR,SH,,SH,PR,,SH,,PR,,,SH,PR,,SH,,SH,SH,SH,,PR,,,,,,,,,BL,BL,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH,SH,BL,BL
BL,BL,SH,,,,,SH,,PR,SH,SH,,PR,SH,SH,SH,PR,,SH,,PR,,SH,SH,PR,,SH,,SH,SH,SH,,PR,,,,,,,,,BL,BL,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH,,SH,SH,BL,BL
BL,BL,SH,,SH,,,SH,,PR,SH,SH,,PR,SH,SH,SH,PR,,SH,,PR,,SH,SH,PR,,SH,,SH,SH,SH,,PR,,,,,,,,,,BL,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH,,SH,SH,BL,BL
BL,BL,SH,,SH,,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,,,,,,,BL,BL,,,,,,PR,,,,,fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH,,SH,SH,BL,BL
BL,BL,SH,SH,SH,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,,,,,,BL,,,,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb,,,,,,,,,,SH,,SH,SH,BL,BL
BL,BL,SH,SH,SH,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,,,,,,BL,,,PR,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH,SH,SH,SH,BL,BL
BL,BL,SH,SH,SH,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,,,PR,,,BL,,,PR,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,SH,SH,SH,SH,BL,BL
BL,BL,SH,SH,SH,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,,,PR,,,BL,,,PR,,,PR,,,,,PR,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,dc,,,,SH,SH,SH,SH,BL,BL
BL,BL,SH,SH,SH,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,,,PR,,,BL,,,PR,,,PR,,,,,PR,,,,,,,,,,,,,,,,,,,,,SH,SH,SH,SH,,,,,,,,,SH,SH,SH,SH,BL,BL
BL,BL,SH,SH,SH,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,PR,,,,,,PR,,,,,,PR,,,PR,,,,,PR,,,,,,,,,,,,,,,,,PR,,,,,,,,,,,SH,SH,SH,,,SH,SH,SH,SH,BL,BL
BL,BL,SH,SH,SH,dc,,PR,,egg,,PR,,dc,,PR,,dc,,PR,,dc,,PR,,dc,,PR,,dc,,PR,,,,PR,,,,,,PR,,,,,,PR,,,PR,,dc,,,PR,,,,,dc,,,,,,,,,dc,,,PR,,,,,,,,dc,,,,,,,,SH,SH,SH,SH,BL,BL
BL,BL,SH,SH,SH,,,PR,,player,,PR,,L,,PR,,I,,PR,,G,,PR,,H,,PR,,T,,PR,,,,PR,,,,,,PR,,,,,,PR,,,PR,,,,,PR,,,,,,,,,,,,,,,,,PR,B,,,A,,,B,,,E,,,L,,,SH,SH,SH,SH,BL,BL
BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,,,mp,,,,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL
BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,,,,,,,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL
BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,,,,,,,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL
