BL,,,,,,,SH,SH,SH,SH,SH,SH,,,,,,,,,,,,,,,,,,,,,SH,BL,,,SH,,,SH,,,BL,,,BL,,,BL,,,,,dh,BL,BL,BL,BL
BL,W,,,,,,SH,SH,SH,SH,SH,SH,,,,,dc,,,,,,,,,,,,,,,,,BL,,,SH,,,SH,,,,,,BL,,,,,,,,,BL,BL,BL,BL
BL,,,SH,,,,BL,BL,BL,BL,BL,BL,BL,,,,,,,,,,,,,,,,,,,,,BL,,,SH,,,SH,,,BL,,,,,,,,,,,SH,BL,BL,BL,BL
BL,BL,BL,SH,,,,BL,BL,BL,BL,BL,BL,,,,SH,SH,SH,SH,,,,,,,,,,,SH,SH,,,BL,,,SH,,,SH,,B,BL,,,,,,,,,,,SH,BL,BL,BL,BL
BL,BL,BL,SH,,,,BL,BL,BL,BL,BL,,,,,,,,,,,,,,SH,,,,,,,,SH,BL,,,SH,,,SH,,,BL,,,,,,,SH,,,,SH,BL,BL,BL,BL
BL,BL,BL,SH,SH,,,BL,BL,,dc,,,dc,,,,,,,,,,,,J,,db,,,,,,SH,BL,,,SH,,,SH,,,BL,,,,fb,,,SH,,,,BL,BL,BL,BL,BL
BL,BL,BL,SH,SH,dc,,BL,,,,,K,,BL,,,,,,,,,,BL,BL,BL,BL,BL,,,,,SH,BL,B,,SH,,,SH,,,,,,,,,,SH,,,,,,,BL,BL
BL,BL,BL,BL,SH,keyhole,,,,,SH,SH,SH,SH,BL,,,,,,,,,SH,BL,BL,BL,BL,BL,SH,,,,SH,BL,,,SH,,,SH,,,SH,,,SH,,,,SH,,,,ti,,,BL,BL
BL,BL,BL,BL,BL,BL,BL,,,,,,,,,,,SH,,,,SH,SH,SH,BL,BL,BL,BL,BL,SH,,SH,,SH,BL,,,SH,,,SH,,,SH,,,SH,,,,SH,,,,SH,,,BL,BL
BL,BL,,,,door,,,player,,,fb,,,,,,SH,,,,SH,SH,SH,BL,,,,BL,BL,,dc,,BL,BL,,,SH,,,SH,,,SH,,,SH,,,,SH,,,,SH,,,BL,BL
BL,BL,,U,,,,,,,,,,,,,,SH,,worm,,SH,SH,SH,BL,db,,,BL,L,worm,,,L,BL,,,SH,,,SH,,,SH,,,SH,,,,SH,,,,SH,,,BL,BL
BL,BL,,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,dh,BL,BL,BL,BL,BL,BL,BL,BL,,,SH,,,BL,,,SH,,,SH,,,,SH,,,,BL,,,BL,BL
BL,BL,,,db,,,,,,,,,M,,db,,,,db,,,,,,,worm,,,db,,P,,,,,,SH,,,,,,SH,,,SH,,dc,,SH,dh,,,,dc,,BL,BL
BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,,,db,SH,,worm,,,db,SH,db,,SH,,,,SH,,,,,,,BL,BL
BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL
