BL,BL,BL,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db,,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,,BL,BL
BL,,,,,,,,BL,BL,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL,BL,BL,BL,BL,BL,BL,BL,,,,,,dc,,,BL,BL
BL,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR,,,,,,,,,B,,,,BL
BL,,L,,,,,,,,dc,,,,,BL,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR,,,,,,,,BL,BL,BL,,,BL
BL,BL,BL,BL,,,,,,,,BL,,PR,,,,,,mp,,,,,,,,,dh,worm,,dc,,,,,,,,,SH,,,,,PR,,,,dc,,,BL,BL,BL,BL,,,BL
BL,BL,BL,BL,,PR,,,,,BL,BL,,PR,,,dc,,,,,,,,,,,,,,,,,,,,,,,,SH,BL,,worm,,PR,,,,K,,,BL,BL,BL,BL,,,BL
BL,BL,BL,BL,,PR,,,,,,,,PR,,,,,,,,,,,,,,,SH,SH,SH,SH,SH,SH,SH,,,,,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,,,BL,BL
BL,BL,BL,BL,,PR,,,,SH,SH,SH,SH,PR,SH,SH,SH,,,,,,,,,PR,,,,,,,,,,,,SH,,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,,,BL,BL
BL,,,,,PR,,,,,,,,PR,,,,PR,,,PR,,SH,SH,,PR,,,,,,,,,,,,,,,BL,,,,,,,,,,,,BL,BL,BL,,,BL,BL
BL,,,,,PR,,,,,,,,PR,,,,PR,,,PR,,,,,PR,,,,,,,,,,,SH,,,,,,,,,,,,,,,E,BL,BL,BL,BL,,,BL
BL,,,,,PR,,,,,,,,PR,,,,PR,,,PR,,,,,PR,,,,,,,,,,BL,BL,,,,,,,,,,,,,SH,,SH,BL,BL,BL,BL,,,BL
BL,,,,,PR,,,,,,,,PR,,,,PR,,,PR,,,,,PR,,,,,,,,,,,,,,,,,,,,,,SH,,,,,BL,BL,BL,BL,,,BL
BL,,SH,,dc,PR,dh,,,,dc,,,PR,,,,PR,,,PR,,,,,PR,,,,,dc,,,PR,,,,,,,,,,,,PR,,,,,,,BL,BL,,,,BL,BL
BL,D,SH,,J,PR,,player,,,,,db,PR,,,dc,PR,,,PR,,,,,PR,,,,,U,,,PR,,,,,,SH,,,,deco_books,,PR,,,dc,,,,BL,BL,,,dc,BL,BL
BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,SH,,U,PR,M,,PR,,dc,,dc,PR,,,SH,SH,SH,SH,SH,PR,,,SH,,,SH,,,BL,BL,,PR,,worm,,,,,db,,A,,,BL,BL
BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,SH,,worm,P,,PR,,,,,B,,,PR,db,,SH,,C,SH,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL
BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL
